영화명,개봉일,국적,장르,등급,국내배급사,상장배급사,주요배급사,로그 전국스크린수,로그 전국매출액,로그 전국관객수,로그 서울매출액,로그 서울관객수,로그 수정전국매출액,로그 개봉일관객수,로그 개봉일매출액,로그 개봉일매출비율,로그 배우가중치,로그 감독가중치,타겟
남자가 사랑할 때,2014-01-22,1.0,멜로/로맨스,1,0.0,1.0,1,6.274762021241939,41.81879996814616,14.49825936231372,21.95906292391786,13.014744758593963,4.977438480241427,11.500144130605495,20.36257785151722,2.740840023925201,0.22314355131420976,-2.995732273553991,1
루시,2014-09-03,0.0,액션,0,1.0,0.0,1,6.46302945692067,41.943630517351686,14.494476153527613,22.3528594004349,13.281754018907561,5.102269029446957,11.874905312990494,20.836964900083647,3.173878458937465,0.1823215567939546,-2.3025850929940455,1
협상,2018-09-19,1.0,범죄,1,0.0,1.0,1,6.823286122355687,41.97904832703619,14.492386578251578,22.052210962903477,12.957507601960627,5.137686839131455,11.302587076486851,20.286601660094817,2.9069010598473755,0.04879016416943204,-2.995732273553991,0
알리타: 배틀 엔젤,2019-02-05,0.0,액션,2,1.0,0.0,1,6.949856455000773,42.06321142149008,14.483017827388228,22.429620855024027,13.199552170380816,5.2218499335853465,12.484700098359683,21.70262946645653,2.8273136219290276,-1.3862943611198906,-2.995732273553991,0
애나벨 : 인형의 주인,2017-08-10,0.0,기타,1,1.0,0.0,1,6.913737350659685,41.88651792702684,14.475200226179515,22.102175583291853,13.065939047000368,5.045156439122106,11.949365847377713,20.858821466919416,2.803360380906535,-1.3862943611198906,-1.8971199848858813,0
컨저링 2,2016-06-09,0.0,기타,1,1.0,0.0,1,6.453624998892692,41.900021969777555,14.471060227265655,22.075671536566162,13.025411851327878,5.058660481872826,11.202793263680856,20.153280480389945,2.772588722239781,-0.6931471805599453,-1.3862943611198906,0
터보,2013-07-25,0.0,애니메이션,3,0.0,1.0,1,6.452048954437226,41.717594839128964,14.469785924498558,21.786077876000462,12.89552801975157,4.87623335122423,11.052602823377345,19.854162795489998,2.5649493574615367,-0.7985076962177716,-2.995732273553991,1
내안의 그놈,2019-01-09,1.0,기타,1,0.0,0.0,0,6.947937068614969,41.934717780894594,14.458250367380233,21.87378383049048,12.78742476418134,5.093356292989865,11.353202622774456,20.35040009804223,3.122364924487357,-0.5978370007556204,-1.8971199848858813,1
수어사이드 스쿼드,2016-08-03,0.0,액션,1,1.0,0.0,1,6.71295620067707,41.90857282331719,14.456375007437158,22.25282803716246,13.16383923810749,5.067211335412463,12.893367735964604,21.875908567261067,3.2846635654062037,-0.916290731874155,-2.3025850929940455,0
오늘의 연애,2015-01-14,1.0,멜로/로맨스,1,0.0,1.0,1,6.5638555265321274,41.84696108995973,14.453141328798534,22.09747723899478,13.081668458143005,5.005599602054999,11.804385392333275,20.755639121416444,3.2846635654062037,-1.2039728043259361,-2.995732273553991,1
글러브,2011-01-20,1.0,드라마,3,0.0,1.0,1,6.405228458030842,41.76553612606395,14.451081590386623,22.106265777416862,13.16338823134722,4.924174638159218,11.145189573672072,20.008539491982308,3.4339872044851463,-1.6094379124341003,-1.6094379124341003,1
퍼시 잭슨과 번개 도둑,2010-02-11,0.0,기타,2,1.0,0.0,1,5.8664680569332965,41.737136265896034,14.445305713221996,22.064533281489744,13.13983387563559,4.895774777991301,11.395739750881791,20.24851736873499,3.054001181677967,-1.0498221244986778,-2.3025850929940455,0
해결사,2010-09-09,1.0,액션,1,0.0,1.0,1,6.261491684321042,41.78755876688807,14.443226552413131,22.01064111399375,13.031411884707136,4.94619727898334,11.246835267828489,20.13511990751652,3.6109179126442243,-0.2231435513142097,-2.995732273553991,1
연애의 온도,2013-03-21,1.0,멜로/로맨스,0,0.0,1.0,1,6.340359303727752,41.76853288315448,14.438876163235035,22.315576907958146,13.37325905135321,4.927171395249744,11.417900244561118,20.241077879332238,3.572345637857985,-0.5978370007556204,-2.3025850929940455,0
아이들...,2011-02-17,1.0,범죄,1,0.0,1.0,1,6.222576268071369,41.75126321216746,14.438454134396212,21.95095741398089,13.00138373804996,4.909901724262724,11.703380521660906,20.55182012318113,3.374168709274236,0.30010459245033816,-2.995732273553991,1
마약왕,2018-12-19,1.0,범죄,0,0.0,1.0,1,7.167809184316444,41.930342477763986,14.438276045928685,22.099768718100663,13.004079716456014,5.088980989859258,12.429640106981784,21.438847570402643,3.713572066704308,0.13976194237515863,-1.3862943611198906,0
테이큰 3,2015-01-01,0.0,액션,1,1.0,0.0,1,6.423246963533519,41.857853265938516,14.436589070191628,22.129861744999026,13.096723466268337,5.016491778033785,12.681228603703781,21.695767171407084,2.8622008809294686,-0.16251892949777494,-1.8971199848858813,0
코리아,2012-05-03,1.0,드라마,2,0.0,1.0,1,6.285998094508865,41.73432092810043,14.434683911218828,21.904262857837047,12.972435435921275,4.892959440195702,11.136922067011684,19.987757978700184,2.9069010598473755,-0.4307829160924542,-2.3025850929940455,0
지.아이.조 2,2013-03-28,0.0,액션,1,0.0,1.0,1,6.641182169740591,41.815128661995686,14.433889471500736,22.181301040420454,13.172012220422582,4.973767174090956,11.693011190822606,20.636302276995348,3.845883202923601,0.47000362924573563,-1.8971199848858813,1
노무현입니다,2017-05-25,1.0,기타,2,0.0,1.0,0,6.652863029353347,41.82187673431468,14.433323553340033,21.96790126975051,12.965959828438697,4.980515246409948,11.274871300920264,20.18919529800361,3.039749158970765,-2.3025850929940455,-2.995732273553991,1
집으로 가는 길,2013-12-11,1.0,드라마,1,0.0,1.0,1,6.606650186198215,41.71262127873195,14.433193077253096,21.89755091292519,12.99670491179831,4.87125979082722,11.409208043138555,20.219391827952936,3.370738174177447,-0.4307829160924542,-2.3025850929940455,1
악마를 보았다,2010-08-12,1.0,기타,0,0.0,1.0,1,6.202535517187923,41.7935860802581,14.429840696082747,22.20908081968886,13.22015774179276,4.952224592353374,11.661741943206785,20.569819159251487,3.086486636822455,0.13976194237515863,-1.8971199848858813,1
뺑반,2019-01-30,1.0,범죄,1,0.0,1.0,1,7.158513997329321,41.86674166318066,14.418029282329128,21.895409749187493,12.839061033258513,5.025380175275934,12.444014164835957,21.14218466980422,3.186352633162641,0.0,-2.3025850929940455,1
나의 PS 파트너,2012-12-06,1.0,멜로/로맨스,0,0.0,1.0,1,6.313548046277095,41.771886527646224,14.41605768301326,22.215933858744343,13.244579240215508,4.930525039741494,11.191783122773916,20.066146778640583,3.2347491740244907,-1.2039728043259361,-2.3025850929940455,1
007 스펙터,2015-11-11,0.0,액션,1,1.0,0.0,1,7.007600613951853,41.804355200058374,14.414809589431947,22.22690734540384,13.214185663390971,4.962993712153643,12.137354736237652,21.087900269941088,3.6686767467964168,-0.6931471805599453,-2.3025850929940455,1
변신,2019-08-21,1.0,기타,1,0.0,0.0,0,6.882437470997847,41.87947723989624,14.405579061934764,21.925957889960415,12.836482348765676,5.038115751991509,11.483671716195143,20.52157050672531,3.086486636822455,0.0,-1.6094379124341003,0
분노의 질주: 더 맥시멈,2013-05-22,0.0,액션,1,1.0,0.0,1,6.486160788944089,41.72443027200161,14.397981452494154,22.060588428432595,13.103981460421151,4.883068784096882,11.391412983568337,20.262099840527014,3.529297384289471,0.04879016416943204,-1.8971199848858813,1
저스티스 리그,2017-11-15,0.0,액션,2,1.0,0.0,1,7.176254532017144,41.82699979741916,14.395705142486781,22.238333946183474,13.169548444570692,4.985638309514429,11.941801063288011,20.94359150174502,3.7184382563554808,-1.0498221244986778,-1.6094379124341003,1
공범,2013-10-24,1.0,기타,1,0.0,1.0,1,6.415096959171596,41.656234168117635,14.384389028778878,21.846162161090092,12.932531287029835,4.814872680212905,11.648967453410002,20.449459713350272,3.4995332823830174,-0.5108256237659907,-2.995732273553991,0
나를 찾아줘(미),2014-10-23,0.0,기타,0,1.0,0.0,1,6.489204931325317,41.78426859125383,14.383226592994065,22.444595336663777,13.43141596502053,4.9429071033491,11.080895617936262,19.989102476346755,3.258096538021482,-0.7985076962177716,-1.8971199848858813,0
대호,2015-12-16,1.0,기타,2,0.0,1.0,1,6.79346613258001,41.74588818156047,14.382381109207635,21.83996402069171,12.858007130256045,4.9045266936557335,11.76287451710477,20.663439927324454,3.349904087274605,0.04879016416943204,-1.6094379124341003,0
걸리버 여행기,2011-01-27,0.0,코미디,3,1.0,0.0,1,6.240275845170769,41.943746418466084,14.381999812271435,22.228590899508372,12.99914434344519,5.102384930561354,11.348581341406927,20.483117266378787,3.3945083935113587,-1.3862943611198906,-2.3025850929940455,0
주먹왕 랄프 2: 인터넷 속으로,2019-01-03,0.0,애니메이션,3,1.0,0.0,1,7.2813856635702825,41.774181516174814,14.377623226098285,22.009699158364516,12.971273010040328,4.932820028270083,11.74310023919957,20.6643738507496,3.417726683613366,-1.2039728043259361,-2.3025850929940455,1
이미테이션 게임,2015-02-17,0.0,드라마,1,0.0,0.0,0,6.293419278846481,41.75803374319463,14.371562287897957,22.245376086741484,13.253317952885391,4.916672255289897,11.23617014420737,20.160333254524527,2.617395832834079,-0.35667494393873245,-2.3025850929940455,1
전설의 주먹,2013-04-10,1.0,드라마,0,0.0,1.0,1,6.584791392385716,41.688083665389584,14.367815688042258,22.00325771111501,13.067083198576153,4.846722177484855,11.385864522333064,20.22960292104512,3.728100167267218,0.09531017980432493,-1.6094379124341003,1
제보자,2014-10-02,1.0,드라마,2,0.0,0.0,0,6.516193076042964,41.7370738250674,14.366886779425734,22.05984218910699,13.069359146515092,4.895712337162668,11.58853373967845,20.48229927011102,3.122364924487357,-0.10536051565782628,-1.8971199848858813,0
씽,2016-12-21,0.0,애니메이션,3,1.0,0.0,1,6.678342114654332,41.728544209023156,14.363300119511335,21.980430955744318,12.982386111848799,4.887182721118425,10.329669902233015,19.21187390405601,1.6094379124341003,-0.35667494393873245,-2.995732273553991,1
러브픽션,2012-02-29,1.0,멜로/로맨스,1,0.0,1.0,1,6.424869023905388,41.72419466000283,14.361434177381321,22.280617193075482,13.293079517779653,4.8828331720981,12.017366752160996,20.89591535332749,3.703768066607687,0.13976194237515863,-2.995732273553991,1
킬러의 보디가드,2017-08-30,0.0,액션,1,0.0,0.0,0,6.1779441140506,41.784459693205164,14.358855839029578,22.121630878398765,13.098840879962134,4.943098205300431,11.724813914587886,20.435028943943504,3.131136910560194,0.04879016416943204,-2.995732273553991,1
언터처블: 1%의 우정,2012-03-22,0.0,코미디,2,0.0,1.0,1,6.118097198041348,41.6879878017523,14.357702281863494,22.27097663253972,13.315273675085779,4.846626313847566,10.741081337461102,19.614835003740936,3.086486636822455,-1.8971199848858813,-2.995732273553991,0
평양성,2011-01-27,1.0,기타,2,0.0,1.0,1,6.111467339502679,41.684329761045895,14.356418730287904,21.869223913841722,12.911987965367798,4.842968273141166,11.011885141939034,19.869508492271727,2.7788192719904172,-0.16251892949777494,-1.0498221244986778,0
샌 안드레아스,2015-06-03,0.0,액션,2,1.0,0.0,1,6.741700694652055,41.812001331354764,14.354381800852526,22.065776674628502,12.972795513748437,4.970639843450036,11.43900978202006,20.4856884928173,3.742420221041966,-0.2876820724517809,-1.8971199848858813,1
파파로티,2013-03-14,1.0,드라마,1,0.0,1.0,1,6.313548046277095,41.612748069330785,14.35427678218536,21.866251885143196,12.980205166269082,4.77138658142605,10.997957942036903,19.810145075403078,3.0252910757955354,0.09531017980432493,-2.995732273553991,1
쥬만지: 새로운 세계,2018-01-03,0.0,액션,2,1.0,0.0,1,6.673297967767654,41.76968886195891,14.351227018575349,21.989320341457855,12.950395238529866,4.928327374054179,11.73431547973749,20.66781168766931,2.954910279033736,0.04879016416943204,-2.3025850929940455,1
쎄시봉,2015-02-05,1.0,멜로/로맨스,1,0.0,1.0,1,6.720220155135295,41.747345785759904,14.350533256928115,21.946049515473376,12.935291354994623,4.905984297855172,11.47355033989604,20.386269563041644,3.4719664525503626,0.22314355131420976,-1.6094379124341003,1
토르: 천둥의 신,2011-04-28,0.0,액션,2,0.0,1.0,1,6.206575926724928,41.91562282445648,14.342915384075773,22.400514722700905,13.161401381559646,5.07426133655175,11.314401352837574,20.569356794589133,3.8543938925915096,-1.3862943611198906,-1.6094379124341003,1
콩: 스컬 아일랜드,2017-03-08,0.0,액션,2,1.0,0.0,1,6.891625897052253,41.779543959136774,14.337829677727038,21.921874695904762,12.855620540966203,4.938182471232045,11.448962778008331,20.42739983397075,3.676300671907076,-0.16251892949777494,-2.995732273553991,1
피끓는 청춘,2014-01-22,1.0,코미디,1,0.0,1.0,1,6.520621127558696,41.60254201387974,14.331944426087817,21.697334370711236,12.8004459044521,4.761180525975008,11.964166675714976,20.76833336641563,3.1441522786722644,-0.35667494393873245,-2.995732273553991,1
23 아이덴티티,2017-02-22,0.0,기타,1,1.0,0.0,1,6.858565034791365,41.75471143607303,14.33180002770077,22.14271689753344,13.103804216683045,4.913349948168302,11.827772700494652,20.562187986242687,3.1654750481410856,-0.916290731874155,-1.6094379124341003,0
PMC: 더 벙커,2018-12-26,1.0,액션,1,0.0,1.0,1,6.985641817639208,41.78477651167076,14.329260701151481,21.95196664660224,12.885052440949384,4.9434150237660335,12.297894931516815,21.034808139068637,3.407841924380824,0.30010459245033816,-2.3025850929940455,1
마다가스카의 펭귄,2014-12-31,0.0,애니메이션,3,0.0,1.0,1,6.421622267806518,41.669593538590775,14.323068849809959,21.829621289462374,12.853777800643536,4.82823205068604,11.885440292938371,20.73814242966349,2.4765384001174837,-0.4307829160924542,-2.3025850929940455,0
아이스 에이지 4: 대륙 이동설,2012-07-25,0.0,애니메이션,3,1.0,0.0,1,6.2166061010848646,41.65287974375853,14.31511546427764,21.826075968994726,12.837594391127238,4.811518255853804,10.674220579001044,19.58901186275789,1.8082887711792655,-1.3862943611198906,-2.995732273553991,0
공모자들,2012-08-29,1.0,범죄,0,0.0,0.0,0,6.206575926724928,41.64873465389808,14.313944926242968,21.931411672055088,12.966742951362388,4.807373165993354,11.486776542475166,20.341177109721936,3.2268439945173775,0.0,-1.6094379124341003,1
그대를 사랑합니다,2011-02-17,1.0,드라마,1,0.0,1.0,1,5.488937726156687,41.62934619249447,14.310420801290674,22.093970558660594,13.156961886148999,4.787984704589739,10.081842921060204,18.943380589280647,1.7578579175523736,-1.8971199848858813,-1.8971199848858813,1
임금님의 사건수첩,2017-04-26,1.0,코미디,2,0.0,1.0,1,6.960347729101308,41.68150843365984,14.306788158019842,21.833161832143613,12.848576320544066,4.840146945755112,11.594164379979329,20.27699623416487,3.246490991901174,-0.16251892949777494,-2.3025850929940455,1
마다가스카3 : 이번엔 서커스다!,2012-06-06,0.0,애니메이션,3,0.0,1.0,1,6.335054251498059,41.66926394064113,14.302066439717526,22.02889757953773,13.01072542200766,4.827902452736398,12.331982568398166,21.306155810377167,2.91235066461494,-1.3862943611198906,-2.3025850929940455,0
걸캅스,2019-05-09,1.0,코미디,1,0.0,1.0,1,6.880384082186005,41.76662799224418,14.30104114271753,21.884949306359538,12.815811042868807,4.9252665043394535,11.221476305949203,20.214042944786343,3.2308043957334744,-1.0498221244986778,-2.995732273553991,0
블랙 스완,2011-02-24,0.0,드라마,0,1.0,0.0,1,5.683579767338681,41.66840209512074,14.299909451426524,22.411955498174684,13.426899617065674,4.827040607216011,10.72104023617228,19.62291253359139,2.6026896854443837,-0.916290731874155,-2.3025850929940455,0
분노의 질주: 언리미티드,2011-04-20,0.0,기타,1,1.0,0.0,1,6.124683390894205,41.65296583770806,14.29915386740304,22.111547846383953,13.132188948000012,4.8116043498033285,10.550721676081666,19.454862950047676,3.3250360206965914,0.04879016416943204,-1.8971199848858813,1
우아한 거짓말,2014-03-13,1.0,드라마,2,0.0,1.0,0,6.318968113746434,41.6030234369593,14.293849352999928,21.78436114960984,12.853973998332958,4.761661949054566,10.899568652556571,19.77054942218013,3.039749158970765,-1.0498221244986778,-1.6094379124341003,1
하울링,2012-02-16,1.0,범죄,1,0.0,1.0,1,6.309918278226516,41.609100549643266,14.293329815463435,21.735290477021152,12.781899183513577,4.767739061738531,11.551944234657377,20.41636424715679,3.427514689979529,-0.2876820724517809,-2.3025850929940455,1
두근두근 내 인생,2014-09-03,1.0,드라마,2,0.0,1.0,1,6.444131256700441,41.644695660237765,14.29268777042565,21.662484477529254,12.685308526089488,4.803334172333034,11.506545154005941,20.387915191107037,2.72785282839839,-0.5108256237659907,-2.995732273553991,1
사자,2019-07-31,1.0,기타,1,0.0,1.0,1,7.247792581767846,41.702514554804544,14.291581369579655,21.872511578771388,12.848623657075253,4.861153066899812,12.848168607662977,21.581151875638216,3.3032169733019514,-0.916290731874155,-2.3025850929940455,0
스타트렉 다크니스,2013-05-30,0.0,액션,2,0.0,1.0,1,6.408528791059498,41.70618673331471,14.288803147645169,22.291451245537747,13.230963041352506,4.864825245409977,11.211293206231721,20.198489181853382,3.3214324131932926,-0.4307829160924542,-1.8971199848858813,1
창궐,2018-10-25,1.0,기타,1,0.0,1.0,1,7.208600337960199,41.72988733767083,14.285070338723841,21.827124121285596,12.772973263115205,4.888525849766098,11.961635230579365,20.937043868372182,3.975936331171799,-0.35667494393873245,-1.6094379124341003,0
로빈 후드,2010-05-13,0.0,액션,1,1.0,0.0,1,6.318968113746434,41.607488294586496,14.283370641456456,22.063042980046543,13.107462914840367,4.7661268066817675,11.20695721483113,20.080287869231014,3.202746442938317,-0.4307829160924542,-1.3862943611198906,0
더 폰,2015-10-22,1.0,기타,1,0.0,1.0,1,6.677083461247136,41.65429065266703,14.281565150016643,21.809763731090435,12.812443875930873,4.812929164762297,11.484947712210994,20.39687024003275,3.4436180975461075,-0.16251892949777494,-2.995732273553991,1
성난황소,2018-11-22,1.0,범죄,1,0.0,1.0,1,6.917705609835305,41.72692404620013,14.28137186964655,21.646433602524358,12.58819747623041,4.8855625582954,11.818673363233636,20.784650875455128,3.4688560301359703,0.0,-2.995732273553991,1
300: 제국의 부활,2014-03-06,0.0,액션,0,1.0,0.0,1,6.579251212010101,41.738840006183366,14.281202404822334,22.17490561232804,13.08451404348055,4.8974785182786365,11.691481608150525,20.68786049997977,3.8308129500026027,-1.3862943611198906,-2.995732273553991,1
라이프 오브 파이,2013-01-01,0.0,기타,3,1.0,0.0,1,5.971261839790462,41.904747758453624,14.278220779857541,22.63197147323547,13.35562675015786,5.063386270548894,11.989395640961838,21.105400562540694,2.6946271807700692,-1.8971199848858813,-2.3025850929940455,1
무적자,2010-09-16,1.0,드라마,1,0.0,1.0,1,6.030685260261263,41.613442482500155,14.267497863523133,21.773981337266047,12.788578725988367,4.772080994595426,10.771260083255557,19.664010790572593,2.91235066461494,-0.4307829160924542,-2.3025850929940455,1
위플래쉬,2015-03-12,0.0,드라마,1,0.0,1.0,1,6.077642243349034,41.66531583646473,14.261359164467319,22.379296328246266,13.362750991560755,4.8239543485599965,10.158749733731797,19.083101155463,2.2082744135228043,-1.8971199848858813,-1.8971199848858813,1
범블비,2018-12-25,0.0,액션,2,0.0,1.0,1,6.923628628138427,41.71586771028965,14.261249030122515,21.88797208861245,12.815900715198024,4.874506222384918,12.998823050305427,22.066879406740664,3.1484533605716547,-1.2039728043259361,-2.995732273553991,1
용의자X,2012-10-18,1.0,기타,1,0.0,1.0,1,6.315358001522335,41.56351554585851,14.255090417241714,21.937828965305986,13.003829810169568,4.722154057953777,11.34826306340609,20.191126344534055,3.414442608412176,0.22314355131420976,-2.3025850929940455,0
도어락,2018-12-05,1.0,기타,1,0.0,0.0,0,6.860663671448287,41.68512427065845,14.250820511542113,21.755740597323914,12.694689469487331,4.843762782753717,11.71976075656826,20.68155474938338,3.342861804649192,-0.6931471805599453,-2.995732273553991,0
오블리비언,2013-04-11,0.0,액션,1,1.0,0.0,1,6.452048954437226,41.55680583280889,14.231160952819659,22.05108538874613,13.090488735675338,4.71544434490416,11.418351014450726,20.282616717231225,3.580737295494233,-0.16251892949777494,-2.3025850929940455,1
몬스터 호텔 2,2015-12-24,0.0,애니메이션,3,1.0,0.0,1,6.530877627725885,41.54983448877576,14.230994641434204,21.626045947219115,12.692214106670091,4.708473000871027,10.954850988603628,19.815312502183502,1.7578579175523736,-0.916290731874155,-1.8971199848858813,1
엑소더스: 신들과 왕들,2014-12-03,0.0,드라마,2,1.0,0.0,1,6.762729506931879,41.665195922171335,14.22837819958918,22.08027893725157,13.020425885399556,4.8238344342666055,11.486417205089433,20.497827905554082,3.648057459593681,-1.0498221244986778,-1.3862943611198906,0
퍼펙트 게임,2011-12-21,1.0,드라마,2,0.0,1.0,1,6.023447592961033,41.561680888530205,14.22568721593578,21.97725277037672,13.018876660643867,4.720319400625477,10.413432788874811,19.290290685363285,2.0149030205422647,-1.2039728043259361,-2.3025850929940455,1
드래곤 길들이기 3,2019-01-30,0.0,애니메이션,3,1.0,0.0,1,6.878326468291325,41.656842077568484,14.225592989807602,21.90074180496879,12.820387635445115,4.815480589663753,11.732197531750057,20.5326713214038,2.580216829592325,-0.5108256237659907,-1.8971199848858813,1
리틀 포레스트,2018-02-28,1.0,드라마,3,0.0,0.0,0,6.784457062637643,41.62256837101607,14.224675479978927,22.07212202534342,13.070282404458405,4.781206883111341,11.785620795113687,20.473843631567743,2.928523523860541,-0.5108256237659907,-1.8971199848858813,1
인디펜던스 데이 : 리써전스,2016-06-22,0.0,액션,2,1.0,0.0,1,6.8308742346461795,41.69111414755179,14.221528846373332,22.006510094682685,12.895113908334624,4.849752659647057,12.03201088252561,21.041989640682964,3.763522997109702,-0.7985076962177716,-2.3025850929940455,0
토이 스토리 3,2010-08-05,0.0,기타,3,1.0,0.0,1,5.976350909297934,41.821978780950474,14.210819600724047,22.395987421023676,13.1459177815055,4.980617293045741,11.61179294643139,20.809260488912948,3.0349529867072724,-1.0498221244986778,-2.3025850929940455,1
어스,2019-03-27,0.0,기타,1,1.0,0.0,1,7.0317412587631285,41.67659293093117,14.204227529067474,22.135651569498222,13.047221640330498,4.835231443026439,12.271972739306877,21.00051908526037,3.6375861597263857,-1.6094379124341003,-2.3025850929940455,1
차이나타운,2015-04-29,1.0,범죄,0,0.0,1.0,0,6.311734809152915,41.627969563534606,14.202136654349609,21.9255838963368,12.8875292569002,4.786608075629874,11.417504279004948,20.25142452018684,2.89591193827178,-0.35667494393873245,-2.3025850929940455,1
스윙키즈,2018-12-19,1.0,드라마,2,0.0,1.0,1,6.891625897052253,41.635275305946166,14.201285072500246,22.00587892502439,12.950796580299139,4.793913818041433,11.537637589565362,20.470922593902756,2.747270914255491,-1.3862943611198906,-1.8971199848858813,0
부라더,2017-11-02,1.0,코미디,2,0.0,0.0,0,6.790097235513905,41.594167604291044,14.199616508010527,21.58102760123606,12.567373374011494,4.75280611638631,11.522291466720553,20.43090644286043,3.299533727885655,0.09531017980432493,-2.3025850929940455,1
해무(海霧),2014-08-13,1.0,드라마,0,0.0,1.0,1,6.369900982828227,41.59764719963931,14.198614167656274,21.89643820619468,12.883278434619003,4.75628571173458,12.071552192518071,21.00511435224182,3.0007198150650303,0.0,-2.995732273553991,1
브레이킹 던 part1,2011-11-30,0.0,드라마,1,0.0,1.0,1,6.455198563340122,41.51548509126814,14.195507419422393,21.969980120402752,13.022558511615724,4.674123603363406,11.603698092912076,20.463370771496383,3.720862499966987,-1.0498221244986778,-1.8971199848858813,0
새미의 어드벤쳐 2,2012-08-01,0.0,애니메이션,3,0.0,1.0,1,6.186208623900494,41.52400693464723,14.189052845072501,21.518440133555774,12.542294850896177,4.682645446742499,11.133215819061775,20.119891716416554,2.1162555148025524,-1.6094379124341003,-1.8971199848858813,1
위대한 개츠비,2013-05-16,0.0,드라마,1,1.0,0.0,1,6.331501849893691,41.50296702878308,14.18370568899572,22.287029929392503,13.345553327642092,4.661605540878355,11.44406829856064,20.292440612266653,3.2733640101522705,-1.0498221244986778,-2.995732273553991,0
말레피센트 2,2019-10-17,0.0,기타,2,1.0,0.0,1,7.010311867307229,41.6446770125057,14.18358666098386,21.871901370497195,12.773755804543356,4.803315524600972,11.156493348689331,20.17491110711942,3.3357695763397,-0.5978370007556204,-2.995732273553991,1
인간중독,2014-05-14,1.0,멜로/로맨스,0,0.0,1.0,1,6.525029657843462,41.56740215182378,14.181516631189456,21.900635207224912,12.896879589872222,4.72604066391905,11.397424822671375,20.32547108628863,3.505557396986398,-1.2039728043259361,-2.3025850929940455,0
나의 특별한 형제,2019-05-01,1.0,드라마,2,0.0,1.0,1,6.841615476477592,41.615012012618095,14.181411907419111,21.524222528725048,12.482237397541631,4.773650524713366,11.798314911362125,20.754388997465515,2.388762789235098,-0.35667494393873245,-2.3025850929940455,0
다이하드: 굿 데이 투 다이,2013-02-06,0.0,액션,1,1.0,0.0,1,6.129050210060545,41.525869794941954,14.178802759481227,21.810986358415857,12.830408188179371,4.6845083070372215,11.153532544964447,20.035259419989245,2.617395832834079,-0.5978370007556204,-2.995732273553991,1
탐정 홍길동: 사라진 마을,2016-05-04,1.0,드라마,1,0.0,1.0,1,6.638567789166521,41.58487407397702,14.170995894600738,21.761009592491643,12.725485295033453,4.743512586072285,11.325305898474973,20.248047032283004,2.6390573296152584,-0.35667494393873245,-1.8971199848858813,1
런닝맨,2013-04-04,1.0,액션,1,1.0,0.0,1,6.340359303727752,41.4476510971048,14.16338398191387,21.60304630707288,12.689732601223396,4.606289609200069,11.058779436725285,19.87666789822355,3.349904087274605,-0.7985076962177716,-2.995732273553991,1
구르믈 버서난 달처럼,2010-04-28,1.0,기타,1,0.0,0.0,0,6.2324480165505225,41.48657563097243,14.157454227530964,21.932165583932388,12.977224304138042,4.645214143067698,10.614793853711983,19.529396817045576,3.169685580677429,0.04879016416943204,-1.0498221244986778,1
위대한 쇼맨,2017-12-20,0.0,드라마,2,1.0,0.0,1,6.553933404025811,41.587326951758136,14.153987212967529,22.351224123568887,13.31553584950252,4.745965463853406,10.621205387030278,19.541544945547926,1.8718021769015913,-0.4307829160924542,-2.995732273553991,0
벤허,2016-09-14,0.0,기타,2,0.0,1.0,1,6.57507584059962,41.57807475068938,14.151819209777651,21.807530865804626,12.782930362000217,4.736713262784648,11.612698399129023,20.664386684661338,2.424802725718295,-0.916290731874155,-2.3025850929940455,0
말레피센트,2014-05-29,0.0,액션,2,1.0,0.0,1,6.317164686747284,41.521357650362596,14.15021408848949,21.957269632985767,12.957033441905034,4.6799961624578685,10.943817266320206,19.879295999209994,2.884800712846709,-0.7985076962177716,-2.995732273553991,0
라스트 에어벤더,2010-08-19,0.0,액션,3,0.0,1.0,1,5.981414211254481,41.78862355803197,14.147766776802031,21.993957128306697,12.716408149206934,4.947262070127244,11.815877850457854,21.051931970784903,3.5115454388310208,-1.8971199848858813,-1.6094379124341003,1
기억의 밤,2017-11-29,1.0,기타,1,0.0,0.0,0,6.621405651764134,41.509726792444084,14.143085473408691,21.783732809481197,12.802083730315356,4.6683653045393525,11.484988846277206,20.145691607158998,2.8791984572980396,-0.4307829160924542,-2.995732273553991,1
골든슬럼버,2018-02-14,1.0,범죄,1,0.0,1.0,1,6.725033642166843,41.578679379488825,14.143019890351871,21.704105039158645,12.661932978215223,4.737317891584097,11.992656627974474,20.933617844181054,2.766319109226186,-0.05129329438755058,-2.995732273553991,0
램페이지,2018-04-12,0.0,액션,2,1.0,0.0,1,6.812345094177479,41.62484354504756,14.141579582625722,21.81514348507939,12.706344776577446,4.783482057142828,11.222292375882184,20.22055263499089,3.3843902633457743,-0.2876820724517809,-1.8971199848858813,1
해피 데스데이,2017-11-08,0.0,기타,1,1.0,0.0,1,6.570882962339584,41.54212321429336,14.139389545727873,21.829923260555763,12.808205904139214,4.700761726388629,10.71572802110793,19.647802921907264,2.833213344056216,-1.6094379124341003,-2.3025850929940455,1
폼페이: 최후의 날,2014-02-20,0.0,액션,1,0.0,1.0,1,6.329720905522696,41.476394090233114,14.133144316633631,21.88934049314425,12.923073062112278,4.635032602328385,11.250573200430738,20.12152851253508,2.954910279033736,-1.8971199848858813,-1.3862943611198906,1
